ID,Produto,Categoria,Preco,Quantidade,Data_Venda,Vendedor,Total_Vendas
3864,Produto C,Categoria 2,80.22,8,2033-07-30,Vendedor 2,641.76
3865,Produto A,Categoria 2,39.71,13,2033-07-31,Vendedor 2,516.23
3866,Produto C,Categoria 2,39.01,16,2033-08-01,Vendedor 3,624.16
3867,Produto A,Categoria 2,60.2,10,2033-08-02,Vendedor 2,602.0
3868,Produto A,Categoria 2,87.52,18,2033-08-03,Vendedor 2,1575.36
3869,Produto B,Categoria 2,30.15,3,2033-08-04,Vendedor 1,90.44999999999999
3870,Produto C,Categoria 2,94.71,12,2033-08-05,Vendedor 2,1136.52
3871,Produto A,Categoria 3,63.92,16,2033-08-06,Vendedor 2,1022.72
3872,Produto C,Categoria 3,99.29,18,2033-08-07,Vendedor 2,1787.22
3873,Produto C,Categoria 2,18.07,17,2033-08-08,Vendedor 1,307.19
3874,Produto B,Categoria 2,21.39,7,2033-08-09,Vendedor 3,149.73000000000002
3875,Produto B,Categoria 3,84.4,19,2033-08-10,Vendedor 1,1603.6000000000001
3876,Produto B,Categoria 3,87.83,8,2033-08-11,Vendedor 3,702.64
3877,Produto B,Categoria 3,50.09,17,2033-08-12,Vendedor 3,851.5300000000001
3878,Produto B,Categoria 2,74.27,7,2033-08-13,Vendedor 2,519.89
3879,Produto B,Categoria 1,88.08,1,2033-08-14,Vendedor 2,88.08
3880,Produto B,Categoria 1,13.88,8,2033-08-15,Vendedor 1,111.04
3881,Produto B,Categoria 1,61.66,19,2033-08-16,Vendedor 1,1171.54
3882,Produto A,Categoria 1,86.81,10,2033-08-17,Vendedor 1,868.1
3883,Produto C,Categoria 2,45.83,12,2033-08-18,Vendedor 2,549.96
3884,Produto B,Categoria 1,37.21,1,2033-08-19,Vendedor 3,37.21
3885,Produto B,Categoria 3,81.61,4,2033-08-20,Vendedor 1,326.44
3886,Produto C,Categoria 3,40.22,4,2033-08-21,Vendedor 3,160.88
3887,Produto A,Categoria 1,10.29,9,2033-08-22,Vendedor 2,92.60999999999999
3888,Produto C,Categoria 3,96.36,15,2033-08-23,Vendedor 2,1445.4
3889,Produto C,Categoria 2,63.29,15,2033-08-24,Vendedor 2,949.35
3890,Produto B,Categoria 1,83.76,7,2033-08-25,Vendedor 2,586.32
3891,Produto C,Categoria 1,84.28,12,2033-08-26,Vendedor 3,1011.36
3892,Produto C,Categoria 2,15.98,3,2033-08-27,Vendedor 3,47.94
3893,Produto B,Categoria 3,25.38,9,2033-08-28,Vendedor 1,228.42
3894,Produto B,Categoria 2,38.0,14,2033-08-29,Vendedor 3,532.0
3895,Produto B,Categoria 2,38.86,13,2033-08-30,Vendedor 3,505.18
3896,Produto B,Categoria 3,69.29,12,2033-08-31,Vendedor 3,831.48
3897,Produto C,Categoria 2,66.08,1,2033-09-01,Vendedor 1,66.08
3898,Produto C,Categoria 3,54.51,19,2033-09-02,Vendedor 3,1035.69
3899,Produto A,Categoria 3,29.01,16,2033-09-03,Vendedor 3,464.16
3900,Produto A,Categoria 2,44.38,12,2033-09-04,Vendedor 3,532.5600000000001
3901,Produto C,Categoria 3,58.92,10,2033-09-05,Vendedor 2,589.2
3902,Produto A,Categoria 2,52.12,2,2033-09-06,Vendedor 3,104.24
3903,Produto C,Categoria 3,21.46,18,2033-09-07,Vendedor 1,386.28000000000003
3904,Produto A,Categoria 1,68.46,13,2033-09-08,Vendedor 1,889.9799999999999
3905,Produto B,Categoria 3,16.57,6,2033-09-09,Vendedor 1,99.42
3906,Produto A,Categoria 3,44.04,12,2033-09-10,Vendedor 1,528.48
3907,Produto B,Categoria 2,73.9,4,2033-09-11,Vendedor 2,295.6
3908,Produto B,Categoria 3,11.8,1,2033-09-12,Vendedor 1,11.8
3909,Produto B,Categoria 1,61.3,11,2033-09-13,Vendedor 2,674.3
3910,Produto B,Categoria 1,40.11,8,2033-09-14,Vendedor 2,320.88
3911,Produto A,Categoria 3,10.79,2,2033-09-15,Vendedor 2,21.58
3912,Produto C,Categoria 3,27.13,2,2033-09-16,Vendedor 1,54.26
3913,Produto B,Categoria 1,94.69,16,2033-09-17,Vendedor 1,1515.04
3914,Produto A,Categoria 2,56.9,1,2033-09-18,Vendedor 2,56.9
3915,Produto B,Categoria 1,99.75,4,2033-09-19,Vendedor 2,399.0
3916,Produto A,Categoria 1,57.23,6,2033-09-20,Vendedor 1,343.38
3917,Produto A,Categoria 3,58.95,14,2033-09-21,Vendedor 3,825.3000000000001
3918,Produto A,Categoria 3,45.27,15,2033-09-22,Vendedor 3,679.0500000000001
3919,Produto C,Categoria 1,37.9,7,2033-09-23,Vendedor 3,265.3
3920,Produto A,Categoria 2,32.64,7,2033-09-24,Vendedor 1,228.48000000000002
3921,Produto A,Categoria 1,40.91,18,2033-09-25,Vendedor 1,736.3799999999999
3922,Produto C,Categoria 1,51.39,2,2033-09-26,Vendedor 2,102.78
3923,Produto C,Categoria 2,27.28,15,2033-09-27,Vendedor 1,409.20000000000005
3924,Produto A,Categoria 1,30.24,1,2033-09-28,Vendedor 1,30.24
3925,Produto C,Categoria 1,34.44,17,2033-09-29,Vendedor 1,585.48
3926,Produto B,Categoria 3,50.43,13,2033-09-30,Vendedor 2,655.59
3927,Produto B,Categoria 2,68.75,12,2033-10-01,Vendedor 2,825.0
3928,Produto C,Categoria 3,87.05,15,2033-10-02,Vendedor 3,1305.75
3929,Produto C,Categoria 3,35.84,5,2033-10-03,Vendedor 3,179.20000000000002
3930,Produto A,Categoria 2,26.54,7,2033-10-04,Vendedor 1,185.78
3931,Produto C,Categoria 2,44.1,8,2033-10-05,Vendedor 1,352.8
3932,Produto A,Categoria 1,90.49,14,2033-10-06,Vendedor 2,1266.86
3933,Produto B,Categoria 3,10.89,4,2033-10-07,Vendedor 3,43.56
3934,Produto C,Categoria 2,71.01,14,2033-10-08,Vendedor 3,994.1400000000001
3935,Produto A,Categoria 3,52.94,10,2033-10-09,Vendedor 3,529.4
3936,Produto A,Categoria 3,24.49,16,2033-10-10,Vendedor 1,391.84
3937,Produto B,Categoria 2,38.89,11,2033-10-11,Vendedor 1,427.79
3938,Produto C,Categoria 1,30.25,14,2033-10-12,Vendedor 1,423.5
3939,Produto B,Categoria 3,89.0,14,2033-10-13,Vendedor 2,1246.0
3940,Produto A,Categoria 2,53.37,2,2033-10-14,Vendedor 3,106.74
3941,Produto A,Categoria 1,60.68,13,2033-10-15,Vendedor 2,788.84
3942,Produto C,Categoria 3,63.43,3,2033-10-16,Vendedor 3,190.29
3943,Produto A,Categoria 2,67.57,18,2033-10-17,Vendedor 1,1216.2599999999998
3944,Produto C,Categoria 3,54.6,4,2033-10-18,Vendedor 2,218.4
3945,Produto B,Categoria 2,11.61,19,2033-10-19,Vendedor 2,220.58999999999997
3946,Produto C,Categoria 2,40.13,16,2033-10-20,Vendedor 1,642.08
3947,Produto C,Categoria 3,26.55,4,2033-10-21,Vendedor 3,106.2
3948,Produto A,Categoria 3,71.21,19,2033-10-22,Vendedor 3,1352.9899999999998
3949,Produto A,Categoria 2,15.1,15,2033-10-23,Vendedor 3,226.5
3950,Produto C,Categoria 1,60.74,1,2033-10-24,Vendedor 3,60.74
3951,Produto A,Categoria 3,28.96,16,2033-10-25,Vendedor 1,463.36
3952,Produto A,Categoria 2,95.4,15,2033-10-26,Vendedor 1,1431.0
3953,Produto A,Categoria 2,40.2,16,2033-10-27,Vendedor 1,643.2
3954,Produto C,Categoria 1,39.27,1,2033-10-28,Vendedor 1,39.27
3955,Produto A,Categoria 1,93.1,17,2033-10-29,Vendedor 2,1582.6999999999998
3956,Produto C,Categoria 1,47.56,5,2033-10-30,Vendedor 2,237.8
3957,Produto A,Categoria 3,96.66,5,2033-10-31,Vendedor 2,483.29999999999995
3958,Produto B,Categoria 2,12.18,7,2033-11-01,Vendedor 1,85.25999999999999
3959,Produto A,Categoria 2,37.57,13,2033-11-02,Vendedor 3,488.41
3960,Produto A,Categoria 2,69.96,12,2033-11-03,Vendedor 2,839.52
3961,Produto C,Categoria 1,90.18,4,2033-11-04,Vendedor 2,360.72
3962,Produto C,Categoria 2,33.08,4,2033-11-05,Vendedor 1,132.32
3963,Produto A,Categoria 3,93.74,6,2033-11-06,Vendedor 3,562.4399999999999
3964,Produto B,Categoria 1,63.47,15,2033-11-07,Vendedor 3,952.05
3965,Produto A,Categoria 1,82.09,19,2033-11-08,Vendedor 3,1559.71
3966,Produto A,Categoria 1,45.75,6,2033-11-09,Vendedor 1,274.5
3967,Produto B,Categoria 1,29.1,12,2033-11-10,Vendedor 3,349.20000000000005
3968,Produto C,Categoria 3,92.01,14,2033-11-11,Vendedor 2,1288.14
3969,Produto A,Categoria 2,93.98,18,2033-11-12,Vendedor 2,1691.64
3970,Produto C,Categoria 3,54.78,12,2033-11-13,Vendedor 2,657.36
3971,Produto C,Categoria 2,10.58,15,2033-11-14,Vendedor 1,158.7
3972,Produto B,Categoria 3,19.88,19,2033-11-15,Vendedor 3,377.71999999999997
3973,Produto B,Categoria 1,61.57,8,2033-11-16,Vendedor 1,492.56
3974,Produto C,Categoria 1,12.14,9,2033-11-17,Vendedor 3,109.26
3975,Produto A,Categoria 3,45.72,5,2033-11-18,Vendedor 1,228.6
3976,Produto C,Categoria 3,37.3,5,2033-11-19,Vendedor 2,186.5
3977,Produto A,Categoria 2,74.29,6,2033-11-20,Vendedor 1,445.74
3978,Produto A,Categoria 3,15.0,3,2033-11-21,Vendedor 1,45.0
3979,Produto B,Categoria 3,53.99,5,2033-11-22,Vendedor 1,269.95
3980,Produto A,Categoria 2,62.12,1,2033-11-23,Vendedor 2,62.12
3981,Produto A,Categoria 2,65.56,11,2033-11-24,Vendedor 1,721.1600000000001
3982,Produto C,Categoria 2,46.46,1,2033-11-25,Vendedor 1,46.46
3983,Produto B,Categoria 3,37.39,7,2033-11-26,Vendedor 2,261.73
3984,Produto A,Categoria 2,71.42,15,2033-11-27,Vendedor 3,1071.3
3985,Produto A,Categoria 1,86.28,17,2033-11-28,Vendedor 1,1466.76
3986,Produto B,Categoria 1,72.43,8,2033-11-29,Vendedor 2,579.44
3987,Produto C,Categoria 1,93.89,2,2033-11-30,Vendedor 1,187.78
3988,Produto B,Categoria 3,74.55,13,2033-12-01,Vendedor 2,969.15
3989,Produto B,Categoria 1,78.82,12,2033-12-02,Vendedor 3,945.8399999999999
3990,Produto A,Categoria 3,25.11,5,2033-12-03,Vendedor 3,125.55
3991,Produto A,Categoria 3,47.76,13,2033-12-04,Vendedor 1,620.88
3992,Produto C,Categoria 1,53.65,6,2033-12-05,Vendedor 2,321.9
3993,Produto A,Categoria 2,33.07,15,2033-12-06,Vendedor 3,496.05
3994,Produto A,Categoria 3,57.57,11,2033-12-07,Vendedor 3,633.27
3995,Produto B,Categoria 1,36.17,4,2033-12-08,Vendedor 2,144.68
3996,Produto A,Categoria 3,71.88,1,2033-12-09,Vendedor 1,71.88
3997,Produto C,Categoria 2,52.33,15,2033-12-10,Vendedor 3,784.9499999999999
3998,Produto B,Categoria 2,51.29,12,2033-12-11,Vendedor 3,615.48
3999,Produto C,Categoria 1,98.53,9,2033-12-12,Vendedor 3,886.77
4000,Produto B,Categoria 3,45.32,11,2033-12-13,Vendedor 1,498.52
4001,Produto A,Categoria 3,42.61,5,2033-12-14,Vendedor 3,213.05
4002,Produto B,Categoria 3,38.67,7,2033-12-15,Vendedor 2,270.69
4003,Produto B,Categoria 3,90.53,8,2033-12-16,Vendedor 1,724.24
4004,Produto A,Categoria 1,54.71,1,2033-12-17,Vendedor 3,54.71
4005,Produto A,Categoria 2,64.0,1,2033-12-18,Vendedor 2,64.0
4006,Produto C,Categoria 1,26.27,3,2033-12-19,Vendedor 2,78.81
4007,Produto C,Categoria 3,58.68,8,2033-12-20,Vendedor 1,469.44
4008,Produto A,Categoria 3,34.72,11,2033-12-21,Vendedor 2,381.91999999999996
4009,Produto A,Categoria 2,75.76,1,2033-12-22,Vendedor 1,75.76
4010,Produto A,Categoria 3,84.93,14,2033-12-23,Vendedor 1,1189.02
4011,Produto B,Categoria 1,74.33,1,2033-12-24,Vendedor 1,74.33
4012,Produto B,Categoria 1,75.72,6,2033-12-25,Vendedor 2,454.32
4013,Produto B,Categoria 2,56.12,6,2033-12-26,Vendedor 1,336.71999999999997
4014,Produto A,Categoria 1,74.09,3,2033-12-27,Vendedor 1,222.27
4015,Produto C,Categoria 1,48.04,10,2033-12-28,Vendedor 2,480.4
4016,Produto A,Categoria 1,68.63,12,2033-12-29,Vendedor 1,823.56
4017,Produto B,Categoria 1,33.31,10,2033-12-30,Vendedor 3,333.1
4018,Produto B,Categoria 3,16.28,2,2033-12-31,Vendedor 2,32.56
4019,Produto A,Categoria 1,47.21,13,2034-01-01,Vendedor 2,613.73
4020,Produto A,Categoria 2,51.56,16,2034-01-02,Vendedor 2,824.96
4021,Produto B,Categoria 2,33.08,13,2034-01-03,Vendedor 3,430.03999999999996
4022,Produto B,Categoria 1,75.49,4,2034-01-04,Vendedor 1,301.96
4023,Produto B,Categoria 2,16.62,4,2034-01-05,Vendedor 2,66.48
4024,Produto A,Categoria 1,30.05,11,2034-01-06,Vendedor 2,330.55
4025,Produto B,Categoria 2,77.37,14,2034-01-07,Vendedor 2,1083.18
4026,Produto B,Categoria 2,49.34,3,2034-01-08,Vendedor 3,148.02
4027,Produto C,Categoria 1,73.48,19,2034-01-09,Vendedor 3,1396.1200000000001
4028,Produto A,Categoria 1,61.07,1,2034-01-10,Vendedor 3,61.07
4029,Produto C,Categoria 3,95.56,5,2034-01-11,Vendedor 1,477.8
4030,Produto C,Categoria 1,63.8,17,2034-01-12,Vendedor 1,1084.6
4031,Produto B,Categoria 1,11.34,1,2034-01-13,Vendedor 3,11.34
4032,Produto A,Categoria 3,41.76,19,2034-01-14,Vendedor 1,793.4399999999999
4033,Produto B,Categoria 1,22.88,19,2034-01-15,Vendedor 3,434.71999999999997
4034,Produto A,Categoria 1,93.22,4,2034-01-16,Vendedor 1,372.88
4035,Produto C,Categoria 3,19.36,19,2034-01-17,Vendedor 1,367.84
4036,Produto A,Categoria 1,44.89,6,2034-01-18,Vendedor 3,269.34000000000003
4037,Produto B,Categoria 1,30.35,15,2034-01-19,Vendedor 2,455.25
4038,Produto B,Categoria 3,86.2,4,2034-01-20,Vendedor 2,344.8
4039,Produto B,Categoria 3,37.77,1,2034-01-21,Vendedor 1,37.77
4040,Produto A,Categoria 2,99.27,17,2034-01-22,Vendedor 1,1687.59
4041,Produto C,Categoria 1,13.48,11,2034-01-23,Vendedor 1,148.28
4042,Produto C,Categoria 2,21.54,17,2034-01-24,Vendedor 1,366.18
4043,Produto A,Categoria 2,30.22,1,2034-01-25,Vendedor 1,30.22
4044,Produto B,Categoria 3,83.0,9,2034-01-26,Vendedor 1,747.0
4045,Produto C,Categoria 1,89.07,14,2034-01-27,Vendedor 3,1246.98
4046,Produto B,Categoria 1,16.43,15,2034-01-28,Vendedor 2,246.45
4047,Produto A,Categoria 3,12.92,1,2034-01-29,Vendedor 2,12.92
4048,Produto B,Categoria 2,77.01,2,2034-01-30,Vendedor 3,154.02
4049,Produto C,Categoria 3,22.0,18,2034-01-31,Vendedor 3,396.0
4050,Produto C,Categoria 1,21.97,18,2034-02-01,Vendedor 2,395.46
4051,Produto B,Categoria 3,12.01,6,2034-02-02,Vendedor 2,72.06
4052,Produto A,Categoria 1,14.48,8,2034-02-03,Vendedor 1,115.84
4053,Produto B,Categoria 2,33.73,1,2034-02-04,Vendedor 2,33.73
4054,Produto A,Categoria 1,15.85,15,2034-02-05,Vendedor 1,237.75
4055,Produto B,Categoria 2,43.2,10,2034-02-06,Vendedor 1,432.0
4056,Produto C,Categoria 2,84.95,4,2034-02-07,Vendedor 2,339.8
4057,Produto A,Categoria 1,39.37,10,2034-02-08,Vendedor 1,393.7
4058,Produto A,Categoria 1,75.51,11,2034-02-09,Vendedor 1,830.61
4059,Produto A,Categoria 2,18.45,5,2034-02-10,Vendedor 3,92.25
4060,Produto C,Categoria 3,69.34,9,2034-02-11,Vendedor 2,624.0600000000001
4061,Produto B,Categoria 1,38.51,5,2034-02-12,Vendedor 3,192.54999999999998
4062,Produto C,Categoria 2,77.48,11,2034-02-13,Vendedor 1,852.2800000000001
4063,Produto A,Categoria 2,22.26,3,2034-02-14,Vendedor 1,66.78
4064,Produto B,Categoria 3,90.81,4,2034-02-15,Vendedor 3,363.24
4065,Produto C,Categoria 1,31.83,10,2034-02-16,Vendedor 3,318.29999999999995
4066,Produto A,Categoria 2,41.78,7,2034-02-17,Vendedor 3,292.46000000000004
4067,Produto A,Categoria 3,95.52,1,2034-02-18,Vendedor 1,95.52
4068,Produto C,Categoria 2,62.06,6,2034-02-19,Vendedor 2,372.36
4069,Produto C,Categoria 1,42.92,8,2034-02-20,Vendedor 1,343.36
4070,Produto C,Categoria 3,95.46,17,2034-02-21,Vendedor 3,1622.82
4071,Produto A,Categoria 2,39.62,7,2034-02-22,Vendedor 2,277.34
4072,Produto C,Categoria 3,18.54,1,2034-02-23,Vendedor 3,18.54
4073,Produto A,Categoria 1,99.72,9,2034-02-24,Vendedor 1,897.48
4074,Produto C,Categoria 3,34.11,11,2034-02-25,Vendedor 2,375.21
4075,Produto A,Categoria 1,86.61,19,2034-02-26,Vendedor 2,1645.59
4076,Produto A,Categoria 2,24.9,2,2034-02-27,Vendedor 1,49.8
4077,Produto B,Categoria 1,75.82,11,2034-02-28,Vendedor 3,834.02
4078,Produto C,Categoria 2,57.2,3,2034-03-01,Vendedor 3,171.60000000000002
4079,Produto C,Categoria 2,98.28,17,2034-03-02,Vendedor 3,1670.76
4080,Produto A,Categoria 1,59.75,10,2034-03-03,Vendedor 1,597.5
4081,Produto A,Categoria 2,12.25,3,2034-03-04,Vendedor 3,36.75
4082,Produto A,Categoria 3,64.35,3,2034-03-05,Vendedor 2,193.04999999999998
4083,Produto B,Categoria 2,23.08,7,2034-03-06,Vendedor 3,161.56
4084,Produto B,Categoria 1,81.87,2,2034-03-07,Vendedor 3,163.74
4085,Produto A,Categoria 3,87.09,1,2034-03-08,Vendedor 2,87.09
4086,Produto C,Categoria 3,53.39,7,2034-03-09,Vendedor 2,373.73
4087,Produto C,Categoria 2,80.49,11,2034-03-10,Vendedor 3,885.39
4088,Produto B,Categoria 2,23.06,6,2034-03-11,Vendedor 2,138.35999999999999
4089,Produto B,Categoria 1,54.29,4,2034-03-12,Vendedor 1,217.16
4090,Produto A,Categoria 3,45.45,19,2034-03-13,Vendedor 2,863.5500000000001
4091,Produto C,Categoria 1,65.02,19,2034-03-14,Vendedor 1,1235.3799999999999
4092,Produto A,Categoria 2,14.0,14,2034-03-15,Vendedor 2,196.0
4093,Produto B,Categoria 3,77.69,3,2034-03-16,Vendedor 1,233.07
4094,Produto C,Categoria 1,17.12,4,2034-03-17,Vendedor 1,68.48
4095,Produto C,Categoria 1,69.08,8,2034-03-18,Vendedor 3,552.64
4096,Produto B,Categoria 1,11.66,18,2034-03-19,Vendedor 2,209.88
4097,Produto A,Categoria 1,84.87,4,2034-03-20,Vendedor 2,339.48
4098,Produto A,Categoria 1,25.72,11,2034-03-21,Vendedor 2,282.91999999999996
4099,Produto C,Categoria 3,56.39,16,2034-03-22,Vendedor 1,902.24
4100,Produto B,Categoria 1,33.53,3,2034-03-23,Vendedor 3,100.59
4101,Produto C,Categoria 3,75.04,7,2034-03-24,Vendedor 2,525.2800000000001
4102,Produto B,Categoria 1,38.92,2,2034-03-25,Vendedor 3,77.84
4103,Produto A,Categoria 2,75.21,1,2034-03-26,Vendedor 3,75.21
4104,Produto B,Categoria 2,35.64,1,2034-03-27,Vendedor 1,35.64
4105,Produto A,Categoria 1,77.72,6,2034-03-28,Vendedor 2,466.32
4106,Produto B,Categoria 2,12.75,19,2034-03-29,Vendedor 3,242.25
4107,Produto C,Categoria 3,35.5,7,2034-03-30,Vendedor 2,248.5
4108,Produto A,Categoria 1,54.88,5,2034-03-31,Vendedor 2,274.40000000000003
4109,Produto C,Categoria 3,14.06,18,2034-04-01,Vendedor 2,253.08
4110,Produto C,Categoria 1,26.74,13,2034-04-02,Vendedor 3,347.62
4111,Produto A,Categoria 2,94.11,1,2034-04-03,Vendedor 1,94.11
4112,Produto A,Categoria 3,97.92,10,2034-04-04,Vendedor 1,979.2
4113,Produto C,Categoria 2,76.58,9,2034-04-05,Vendedor 3,689.22
4114,Produto C,Categoria 2,32.7,17,2034-04-06,Vendedor 2,555.9000000000001
4115,Produto C,Categoria 1,33.45,1,2034-04-07,Vendedor 2,33.45
4116,Produto C,Categoria 3,68.12,1,2034-04-08,Vendedor 1,68.12
4117,Produto A,Categoria 2,20.58,7,2034-04-09,Vendedor 3,144.06
4118,Produto A,Categoria 1,95.35,4,2034-04-10,Vendedor 3,381.4
4119,Produto C,Categoria 1,30.23,12,2034-04-11,Vendedor 1,362.76
4120,Produto B,Categoria 1,99.97,16,2034-04-12,Vendedor 3,1599.52
4121,Produto B,Categoria 2,54.62,14,2034-04-13,Vendedor 3,764.68
4122,Produto A,Categoria 1,79.43,10,2034-04-14,Vendedor 1,794.3000000000001
4123,Produto C,Categoria 3,10.2,14,2034-04-15,Vendedor 1,142.79999999999998
4124,Produto C,Categoria 3,89.99,7,2034-04-16,Vendedor 3,629.93
4125,Produto A,Categoria 2,34.3,4,2034-04-17,Vendedor 3,137.2
4126,Produto B,Categoria 3,70.11,2,2034-04-18,Vendedor 1,140.22
4127,Produto B,Categoria 1,82.57,18,2034-04-19,Vendedor 1,1486.2599999999998
4128,Produto B,Categoria 2,24.77,16,2034-04-20,Vendedor 2,396.32
4129,Produto A,Categoria 1,49.83,9,2034-04-21,Vendedor 3,448.46999999999997
4130,Produto B,Categoria 2,54.45,5,2034-04-22,Vendedor 3,272.25
4131,Produto A,Categoria 2,38.09,9,2034-04-23,Vendedor 1,342.81000000000006
4132,Produto A,Categoria 1,53.36,8,2034-04-24,Vendedor 1,426.88
4133,Produto C,Categoria 3,38.58,16,2034-04-25,Vendedor 2,617.28
4134,Produto B,Categoria 3,42.47,18,2034-04-26,Vendedor 2,764.46
4135,Produto A,Categoria 2,70.24,4,2034-04-27,Vendedor 1,280.96
4136,Produto B,Categoria 1,66.93,16,2034-04-28,Vendedor 3,1070.88
4137,Produto B,Categoria 1,30.9,4,2034-04-29,Vendedor 2,123.6
4138,Produto C,Categoria 2,90.77,6,2034-04-30,Vendedor 1,544.62
4139,Produto B,Categoria 3,87.65,3,2034-05-01,Vendedor 1,262.95000000000005
4140,Produto C,Categoria 1,55.82,18,2034-05-02,Vendedor 1,1004.76
4141,Produto A,Categoria 3,48.99,15,2034-05-03,Vendedor 3,734.85
4142,Produto B,Categoria 3,43.92,8,2034-05-04,Vendedor 1,351.36
4143,Produto A,Categoria 2,73.65,18,2034-05-05,Vendedor 1,1325.7
4144,Produto B,Categoria 2,70.45,3,2034-05-06,Vendedor 3,211.35000000000002
4145,Produto A,Categoria 3,27.66,6,2034-05-07,Vendedor 1,165.96
4146,Produto B,Categoria 1,70.43,15,2034-05-08,Vendedor 1,1056.45
4147,Produto B,Categoria 1,32.72,12,2034-05-09,Vendedor 2,392.64
4148,Produto B,Categoria 2,11.67,5,2034-05-10,Vendedor 1,58.35
4149,Produto B,Categoria 3,72.93,7,2034-05-11,Vendedor 3,510.51000000000005
4150,Produto B,Categoria 1,68.03,15,2034-05-12,Vendedor 2,1020.45
4151,Produto B,Categoria 1,46.97,7,2034-05-13,Vendedor 1,328.78999999999996
4152,Produto B,Categoria 2,57.31,13,2034-05-14,Vendedor 3,745.03
4153,Produto B,Categoria 3,95.25,3,2034-05-15,Vendedor 1,285.75
4154,Produto B,Categoria 1,63.57,13,2034-05-16,Vendedor 2,826.41
4155,Produto A,Categoria 2,69.21,3,2034-05-17,Vendedor 3,207.63
4156,Produto C,Categoria 1,15.75,2,2034-05-18,Vendedor 2,31.5
4157,Produto B,Categoria 1,24.94,4,2034-05-19,Vendedor 3,99.76
4158,Produto C,Categoria 1,37.09,17,2034-05-20,Vendedor 3,630.5300000000001
4159,Produto B,Categoria 2,58.54,6,2034-05-21,Vendedor 1,351.24
4160,Produto B,Categoria 3,79.89,11,2034-05-22,Vendedor 3,878.79
4161,Produto A,Categoria 2,38.91,6,2034-05-23,Vendedor 3,233.45999999999998
4162,Produto A,Categoria 3,42.07,2,2034-05-24,Vendedor 1,84.14
4163,Produto C,Categoria 1,33.05,17,2034-05-25,Vendedor 3,561.8499999999999
4164,Produto A,Categoria 3,32.91,3,2034-05-26,Vendedor 3,98.72999999999999
4165,Produto A,Categoria 1,95.4,12,2034-05-27,Vendedor 3,1144.8000000000002
4166,Produto C,Categoria 1,67.19,14,2034-05-28,Vendedor 3,940.66
4167,Produto A,Categoria 2,24.03,2,2034-05-29,Vendedor 1,48.06
4168,Produto B,Categoria 1,75.0,5,2034-05-30,Vendedor 1,375.0
4169,Produto C,Categoria 2,74.98,10,2034-05-31,Vendedor 2,749.8000000000001
4170,Produto C,Categoria 3,69.98,10,2034-06-01,Vendedor 3,699.8000000000001
4171,Produto B,Categoria 3,22.12,9,2034-06-02,Vendedor 1,199.08
4172,Produto A,Categoria 1,46.72,13,2034-06-03,Vendedor 3,607.36
4173,Produto C,Categoria 2,19.61,10,2034-06-04,Vendedor 1,196.1
4174,Produto C,Categoria 1,83.5,6,2034-06-05,Vendedor 2,501.0
4175,Produto B,Categoria 2,68.97,11,2034-06-06,Vendedor 3,758.67
4176,Produto B,Categoria 2,55.65,4,2034-06-07,Vendedor 2,222.6
4177,Produto A,Categoria 2,40.87,14,2034-06-08,Vendedor 2,572.18
4178,Produto C,Categoria 3,26.58,17,2034-06-09,Vendedor 2,451.85999999999996
4179,Produto A,Categoria 2,19.58,2,2034-06-10,Vendedor 1,39.16
4180,Produto A,Categoria 3,97.23,10,2034-06-11,Vendedor 3,972.3000000000001
4181,Produto B,Categoria 2,27.97,3,2034-06-12,Vendedor 1,83.91
4182,Produto C,Categoria 3,15.39,7,2034-06-13,Vendedor 1,107.73
4183,Produto C,Categoria 3,96.55,7,2034-06-14,Vendedor 3,675.85
4184,Produto C,Categoria 3,59.41,1,2034-06-15,Vendedor 3,59.41
4185,Produto B,Categoria 1,81.7,8,2034-06-16,Vendedor 3,653.6
4186,Produto B,Categoria 2,13.94,1,2034-06-17,Vendedor 3,13.94
4187,Produto B,Categoria 1,61.03,8,2034-06-18,Vendedor 1,488.24
4188,Produto B,Categoria 2,45.84,14,2034-06-19,Vendedor 3,641.76
4189,Produto B,Categoria 2,79.48,14,2034-06-20,Vendedor 3,1112.72
4190,Produto C,Categoria 1,13.46,2,2034-06-21,Vendedor 3,26.92
4191,Produto A,Categoria 3,46.15,8,2034-06-22,Vendedor 2,369.2
4192,Produto C,Categoria 2,81.92,19,2034-06-23,Vendedor 3,1556.48
4193,Produto A,Categoria 3,57.04,10,2034-06-24,Vendedor 3,570.4
4194,Produto B,Categoria 1,59.5,7,2034-06-25,Vendedor 1,416.5
4195,Produto A,Categoria 3,18.74,13,2034-06-26,Vendedor 2,243.61999999999998
4196,Produto C,Categoria 2,21.91,15,2034-06-27,Vendedor 1,328.65
4197,Produto C,Categoria 2,70.93,11,2034-06-28,Vendedor 2,780.23
4198,Produto A,Categoria 2,70.75,14,2034-06-29,Vendedor 1,990.5
4199,Produto B,Categoria 1,98.12,11,2034-06-30,Vendedor 1,1079.3200000000002
4200,Produto B,Categoria 2,74.08,2,2034-07-01,Vendedor 3,148.16
4201,Produto C,Categoria 1,54.39,2,2034-07-02,Vendedor 3,108.78
4202,Produto A,Categoria 3,87.16,12,2034-07-03,Vendedor 2,1045.92
4203,Produto B,Categoria 2,19.4,15,2034-07-04,Vendedor 2,291.0
4204,Produto B,Categoria 2,50.44,17,2034-07-05,Vendedor 2,857.48
